TIME,TIME_SYSTEM,TARGET_ID,STATION,ANGLE_1,ANGLE_1_GODOT,ANGLE_2,ANGLE_2_GODOT,DOPPLER_INSTANTANEOUS,DOPPLER_INSTANTANEOUS_GODOT,RANGE,RANGE_GODOT,TDM,TRUE_VX,TRUE_VY,TRUE_VZ,TRUE_X,TRUE_Y,TRUE_Z,XSTAT_VX,XSTAT_VY,XSTAT_VZ,XSTAT_X,XSTAT_Y,XSTAT_Z
2023-08-17 22:19:40.549,TAI,00039451,RR01,3.649025817501816,3.6417133323283095,0.6751858572809522,0.6732903360366953,-4.97403253961849,-4.973993589519361,761.816617406293,761.8185723349743,/home/anarykov/godot/files/inputOD00015/00002_RR01_20230817T221847_20230817T222007.tdm,-1.9828457500727503,5.1760004142224325,5.227786759969951,2050.7817199966566,-4260.015332632404,4981.30521507031,0.25560196706931354,0.14196111499792255,-0.0005883767118533226,1958.0563166919026,-3505.021846881051,4939.4149106993145
2023-08-17 22:19:48.549,TAI,00039451,RR01,3.702905788068044,3.68982042328287,0.7269853809670037,0.7250021428940553,-4.64854537101294,-4.649644473698116,723.280109943227,723.2909454720185,/home/anarykov/godot/files/inputOD00015/00002_RR01_20230817T221847_20230817T222007.tdm,-2.0029100718066735,5.217636413989475,5.178520017397174,2034.8385917322075,-4218.440511740022,5022.930715231408,0.2555191080485625,0.14211020154377957,-0.00058819270046471,1960.100801050444,-3503.8855615826083,4939.4102044215315
2023-08-17 22:19:56.549,TAI,00039451,RR01,3.744232094405326,3.7483700448660273,0.7836025924969544,0.7803103472701778,-4.27104129645145,-4.2709503608919395,687.580291855198,687.5709063447003,/home/anarykov/godot/files/inputOD00015/00002_RR01_20230817T221847_20230817T222007.tdm,-2.0228165749006033,5.2588614742249415,5.12884643800955,2018.735579250893,-4176.534244602801,5064.160451517761,0.255436162069649,0.1422592397267427,-0.0005880084889075318,1962.1446221888693,-3502.7480837852727,4939.405499616641
2023-08-17 22:20:04.549,TAI,00039451,RR01,3.8199457085508586,3.820669762296188,0.8335246142378178,0.8386403455050053,-3.83103918940393,-3.8312353313124103,655.092743397858,655.120463041198,/home/anarykov/godot/files/inputOD00015/00002_RR01_20230817T221847_20230817T222007.tdm,-2.042563700709017,5.299672368949339,5.078769957497886,2002.473951350063,-4134.299831700253,5104.991184918416,0.25535312916079683,0.14240822949609871,-0.0005878240772444664,1964.1877794117256,-3501.609413876095,4939.400796286242
2023-08-17 22:20:12.549,TAI,00039451,RR01,3.90522715005875,3.9111880553832523,0.892890563395854,0.8987553630819566,-3.3244813635955,-3.3252405587965272,626.429248686753,626.4502119781495,/home/anarykov/godot/files/inputOD00015/00002_RR01_20230817T221847_20230817T222007.tdm,-2.0621499027020285,5.340065904594972,5.028294542434374,1986.0549892355907,-4091.740599170413,5145.419708036817,0.25527000935025984,0.14255717080115043,-0.0005876394655382604,1966.2302720237842,-3500.4695522425286,4939.396094431937
2023-08-17 22:20:20.549,TAI,00039451,RR01,4.024383689115386,4.025700490006981,0.9584079962657545,0.9584139817580124,-2.75093059983423,-2.750604987545048,602.091433930735,602.1023335900329,/home/anarykov/godot/files/inputOD00015/00002_RR01_20230817T221847_20230817T222007.tdm,-2.081573646645461,5.380038920431436,4.977424190216069,1969.47998642507,-4048.85989854774,5185.44284534038,0.25518680266633365,0.1427060635911959,-0.0005874546538517535,1968.2720993297469,-3499.328499272605,4939.391394055327
2023-08-17 22:20:28.549,TAI,00039451,RR01,4.175663175469052,4.170824110057726,1.0220324977228026,1.0139820058161726,-2.10984745530841,-2.1096033993956347,582.656255778356,582.6205164691006,/home/anarykov/godot/files/inputOD00015/00002_RR01_20230817T221847_20230817T222007.tdm,-2.100833410811369,5.419588289028299,4.92616292899385,1952.7502486503724,-4005.6611064992867,5225.057453408717,0.2551035091373308,0.14285490781557125,-0.0005872696422478299,1970.3132606348404,-3498.186255354589,4939.3866951580085
2023-08-17 22:20:36.549,TAI,00039451,RR01,4.3463619898487895,4.351855515394836,1.043600193793916,1.060211546300808,-1.41160492777669,-1.4106944383562903,568.504541574676,568.5063382406089,/home/anarykov/godot/files/inputOD00015/00002_RR01_20230817T221847_20230817T222007.tdm,-2.119927686212424,5.458710916740303,4.874514817574925,1935.8670937592303,-3962.1476245587914,5264.2604211801645,0.25502012879159375,0.14300370342362895,-0.0005870844307894387,1972.3537552445155,-3497.042820877153,4939.381997741582
2023-08-17 22:20:44.549,TAI,00039451,RR01,4.583824617011676,4.567727967431807,1.0878227618224177,1.0907363411683202,-0.668374652112316,-0.6691774613397027,560.169973905696,560.1663169940852,/home/anarykov/godot/files/inputOD00015/00002_RR01_20230817T221847_20230817T222007.tdm,-2.1388549743860894,5.497403736378702,4.822483936146269,1918.8318514105229,-3918.322878637188,5303.048670138658,0.25493666165750667,0.14315245036471658,-0.0005868990195396257,1974.3935824641528,-3495.8981962295425,4939.377301807648
2023-08-18 09:43:06.740,TAI,00039451,RR01,6.119971451647892,6.135487548648165,1.389283703291635,1.3948334702700804,-1.23835432919432,-1.2375684010315453,508.913710769968,508.90669614778886,/home/anarykov/godot/files/inputOD00015/00003_RR01_20230818T094229_20230818T094421.tdm,-2.527124994844854,5.439525568644208,-4.699164426170114,-1456.897264948974,3993.777326996761,5392.412621085413,-0.2740862939294826,-0.10179374299231012,0.0006292111310094222,-1384.653513581661,3758.8472275523673,4946.795378195548
2023-08-18 09:43:14.740,TAI,00039451,RR01,5.864753867168163,5.87190387337803,1.5170301035774234,1.5115116585554895,-0.39886926810489,-0.3994984173090158,502.365356601562,502.3379880876629,/home/anarykov/godot/files/inputOD00015/00003_RR01_20230818T094229_20230818T094421.tdm,-2.512718044521226,5.4000910699602205,-4.7520841007191725,-1477.0567693536987,4037.1360781038625,5354.607379703411,-0.27402686409356997,-0.1019536195910713,0.0006290809884910112,-1386.8459662759924,3758.0322380788984,4946.800411364168
2023-08-18 09:43:22.740,TAI,00039451,RR01,3.437865340124655,3.4513942785127254,1.505670538497701,1.5006270656704868,0.454990668069088,0.4546350626453117,502.550149998265,502.5606887585018,/home/anarykov/godot/files/inputOD00015/00003_RR01_20230818T094229_20230818T094421.tdm,-2.498113319872312,5.360231248620057,-4.804630763644747,-1497.1002262950506,4080.177649848177,5316.380270224142,-0.27396734100093834,-0.10211346149300225,0.000628950631889301,-1389.0379431584897,3757.2159697314305,4946.805443490794
2023-08-18 09:43:30.740,TAI,00039451,RR01,3.2497187113905333,3.2433580110692155,1.3916051664653375,1.383491439176123,1.29030490435467,1.2906153339929642,509.521629474869,509.56625732896174,/home/anarykov/godot/files/inputOD00015/00003_RR01_20230818T094229_20230818T094421.tdm,-2.4833119601129323,5.31994921628104,-4.856800252085443,-1517.0260581173052,4122.8986520676535,5277.7342934108,-0.2739077246718418,-0.10227326864371343,0.0006288200612486465,-1391.229443483286,3756.3984227877127,4946.810474573708
2023-08-18 09:43:38.740,TAI,00039451,RR01,3.200536772068814,3.196878945478125,1.275074109611457,1.2690254802089522,2.07835829893963,2.077684687601196,523.076901883195,523.0820734250483,/home/anarykov/godot/files/inputOD00015/00003_RR01_20230818T094229_20230818T094421.tdm,-2.4683151198389885,5.2792481181509805,-4.908588430920468,-1536.8326963075626,4165.295719600065,5238.672483214579,-0.2738480151265662,-0.10243304098882708,0.000628689276613474,-1393.4204665046793,3755.5795975259384,4946.815504611202
2023-08-18 09:43:46.740,TAI,00039451,RR01,3.179315840735026,3.176734264639018,1.1570667405037955,1.1610185560912039,2.79430240753497,2.7936325159335946,542.642485238111,542.621216204657,/home/anarykov/godot/files/inputOD00015/00003_RR01_20230818T094229_20230818T094421.tdm,-2.4531239689022137,5.23813113249784,-4.959991192556843,-1556.518581605486,4207.36551254282,5199.19790654254,-0.2737882123854345,-0.10259277847396184,0.0006285582780282958,-1395.6110114769133,3754.7594942248056,4946.820533601564
2023-08-18 09:43:54.740,TAI,00039451,RR01,3.1611302849243907,3.1656198893536898,1.0625833361883932,1.0610687566778647,3.42632117354204,3.426723009585586,567.531105362735,567.5608312011225,/home/anarykov/godot/files/inputOD00015/00003_RR01_20230818T094229_20230818T094421.tdm,-2.43773969183043,5.196601475254981,-5.011004468942592,-1576.0821643923937,4249.104716785445,5159.313662972269,-0.27372831646880186,-0.10275248104474803,0.0006284270655376967,-1397.8010776543965,3753.938113163453,4946.825561543081
2023-08-18 09:44:02.740,TAI,00039451,RR01,3.1567136314025515,3.1586626486119016,0.9617643065225248,0.969838500792334,3.97429902455623,3.974617380872895,597.249091828042,597.2232335160242,/home/anarykov/godot/files/inputOD00015/00003_RR01_20230818T094229_20230818T094421.tdm,-2.422163488277516,5.154662393521663,-5.0616242169152335,-1595.5219044694497,4290.510043942246,5119.022884574746,-0.2736683273970432,-0.10291214864685912,0.0006282956391863087,-1399.990664292126,3753.1154546212924,4946.8305884340425
2023-08-18 09:44:10.740,TAI,00039451,RR01,3.161679411068173,3.153959766184017,0.8954996737605739,0.8873280025367654,4.44069142538315,4.441669105654899,630.934758219094,630.94081961887,/home/anarykov/godot/files/inputOD00015/00003_RR01_20230818T094229_20230818T094421.tdm,-2.4063965727280534,5.112317167398508,-5.1118464235414045,-1614.8362712931296,4331.5782317317,5078.328735652092,-0.2736082451905857,-0.10307178122592596,0.0006281639990188825,-1402.179770644516,3752.2915188784505,4946.835614272739
2023-08-18 09:44:18.740,TAI,00039451,RR01,3.1413994447598395,3.150615320493957,0.8094343988883652,0.8131046246436674,4.83679296981776,4.836012692761952,668.094311442739,668.0977384381836,/home/anarykov/godot/files/inputOD00015/00003_RR01_20230818T094229_20230818T094421.tdm,-2.3904401744177948,5.069569109670955,-5.161667106271413,-1634.023744091667,4372.306044237705,5037.234412494699,-0.2735480698698705,-0.10323137872763798,0.0006280321450802005,-1404.368395966784,3751.466306215249,4946.840639057456
2023-08-18 09:44:26.740,TAI,00039451,RR01,3.147497682657663,3.1481521734585334,0.7482953679527505,0.746495045738314,5.1673516295564,5.16725860806223,708.180035469194,708.1503845895969,/home/anarykov/godot/files/inputOD00015/00003_RR01_20230818T094229_20230818T094421.tdm,-2.3742955372741266,5.026421565501187,-5.211082313090576,-1653.0828119811968,4412.690272168942,4995.743143136454,-0.2734878014553709,-0.1033909410976966,0.000627900077415122,-1406.5565395143108,3750.6398169124445,4946.84566278649
2023-08-18 09:44:34.740,TAI,00039451,RR01,3.145838056955995,3.1462929089725225,0.6844498670590704,0.6867258006208602,5.44385638684417,5.445003013874163,750.619200914887,750.6327180975412,/home/anarykov/godot/files/inputOD00015/00003_RR01_20230818T094229_20230818T094421.tdm,-2.357963919877288,4.982877912133664,-5.260088122676518,-1672.0119740818434,4452.7277331164505,4953.858187108052,-0.2734274399676089,-0.10355046828176859,0.0006277677960686134,-1408.744200542002,3749.8120512514674,4946.850685458126
2023-08-18 09:44:42.740,TAI,00039451,RR01,3.1546996068184954,3.1448652415464697,0.6415325904976676,0.6330140691434617,5.67843649463943,5.678028479880537,795.13989146416,795.152562855951,/home/anarykov/godot/files/inputOD00015/00003_RR01_20230818T094229_20230818T094421.tdm,-2.341446599953843,4.938941564208197,-5.308680649574253,-1690.809739815315,4492.415271897046,4911.582835344095,-0.27336698542712096,-0.1037099602255791,0.0006276353010856777,-1410.931378305567,3748.983009513943,4946.8557070706565
2023-08-18 09:44:50.740,TAI,00039451,RR01,3.1383097734692416,3.1437565294581242,0.5791777532198739,0.5846195721905558,5.87412870974852,5.873975935821592,841.404998847163,841.38354223639,/home/anarykov/godot/files/inputOD00015/00003_RR01_20230818T094229_20230818T094421.tdm,-2.3247448619614604,4.8946159581209265,-5.3568560306214765,-1709.4746285226618,4531.749760567055,4868.920409504448,-0.273306437854475,-0.1038694168748655,0.00062750259251139,-1413.1180720608788,3748.1526919819285,4946.860727622374
2023-08-18 09:44:58.740,TAI,00039451,RR01,3.158490262521878,3.1428900216945648,0.5374436370911297,0.5408698218661333,6.03911472534491,6.039292481699612,889.038551434087,889.0556063235013,/home/anarykov/godot/files/inputOD00015/00003_RR01_20230818T094229_20230818T094421.tdm,-2.307860005747773,4.849904562496421,-5.404610434753567,-1728.005169928745,4570.728098842869,4825.874262020013,-0.2732457972702883,-0.10402883817533057,0.0006273696703909359,-1415.3042810633367,3747.321098938159,4946.865747111569
2023-08-18 21:57:45.324,TAI,00039451,RR01,3.0821088112380397,3.078978386650088,0.5220375794269599,0.5248369384053383,-6.08561269657511,-6.084884013706924,908.445854370795,908.4273360821745,/home/anarykov/godot/files/inputOD00015/00004_RR01_20230818T215708_20230818T215900.tdm,-1.8705839841911702,5.005807039901674,5.431050189846921,2093.2176075481716,-4442.409866072822,4801.393708375062,0.2659722637285658,0.12142506602797998,-0.0006113852856653078,1676.437479080582,-3647.2336703746064,4940.063388146805
2023-08-18 21:57:53.324,TAI,00039451,RR01,3.0632483213510446,3.073642802416752,0.5671990899998912,0.5668182461415625,-5.92915445105821,-5.928509520771264,860.344440296746,860.3569221987891,/home/anarykov/godot/files/inputOD00015/00004_RR01_20230818T215708_20230818T215900.tdm,-1.8910727423455231,5.049248167893795,5.383539560498492,2078.1708820694894,-4402.189381289938,4844.652350913011,0.2659013830072294,0.12158020579562126,-0.0006112288511328888,1678.564973727919,-3646.2616492597185,4940.058497690119
2023-08-18 21:58:01.324,TAI,00039451,RR01,3.06963307997145,3.0672639173287117,0.6127509696583567,0.6131554609370691,-5.74497169450739,-5.74352647506524,813.632476432392,813.6483569222055,/home/anarykov/godot/files/inputOD00015/00004_RR01_20230818T215708_20230818T215900.tdm,-1.9114124163003283,5.092291482224147,5.3356058031999964,2062.9608417377253,-4361.62295646625,4887.529213345877,0.265830411794441,0.12173530418712,-0.0006110722085911834,1680.6919009672974,-3645.2883871922527,4940.053608485743
2023-08-18 21:58:09.324,TAI,00039451,RR01,3.045140619189874,3.0595282630449883,0.6590464708285283,0.6644718907033056,-5.52368024531059,-5.5239321249352,768.532736578975,768.5537868264557,/home/anarykov/godot/files/inputOD00015/00004_RR01_20230818T215708_20230818T215900.tdm,-1.931601415417982,5.134933611108101,5.28725272547506,2047.5886855701149,-4320.713787604218,4930.020925846348,0.265759350114336,0.12189036114973094,-0.0006109153580934588,1682.8182600753978,-3644.3138845031945,4940.048720535336
2023-08-18 21:58:17.324,TAI,00039451,RR01,3.0521759471328855,3.049983602416911,0.7154233785513905,0.7214540816578606,-5.26184816539352,-5.262570220063385,725.386110745642,725.3779475357663,/home/anarykov/godot/files/inputOD00015/00004_RR01_20230818T215708_20230818T215900.tdm,-1.9516381616074647,5.17717121544038,5.238484166568731,2032.0556252685421,-4279.46509755295,4972.124149181237,0.26568819799111537,0.1220453766306474,-0.0006107582996931309,1684.9440503280628,-3643.3381415244216,4940.0438338405675
2023-08-18 21:58:25.324,TAI,00039451,RR01,3.0410661724135157,3.037952948939468,0.79121407513715,0.7848287125277184,-4.95143317496134,-4.9511278228668,684.475690333839,684.4875056847637,/home/anarykov/godot/files/inputOD00015/00004_RR01_20230818T215708_20230818T215900.tdm,-1.9715210892091997,5.219000988952751,5.189303997213205,2016.3628851212138,-4237.880135747337,5013.835574964541,0.2656169554489832,0.1222003505771372,-0.0006106010334436234,1687.0692710021533,-3642.3611585878557,4940.038948403096
2023-08-18 21:58:33.324,TAI,00039451,RR01,3.033350867463732,3.02237602553563,0.8459173374923478,0.8553132426562269,-4.58010546186286,-4.580351490665947,646.296188889075,646.3196435894528,/home/anarykov/godot/files/inputOD00015/00004_RR01_20230818T215708_20230818T215900.tdm,-1.9912486448784055,5.260419658373259,5.1397161194100205,2000.5117019041952,-4195.962177945492,5055.1519259079805,0.26554562251219155,0.12235528293644463,-0.0006104435593984709,1689.1939213742087,-3641.3829360260793,4940.034064224586
2023-08-18 21:58:41.324,TAI,00039451,RR01,3.0172296347123195,3.001495676799255,0.9252246526425356,0.9335245992829841,-4.14020057636239,-4.140654498166223,611.367270275554,611.3874827854013,/home/anarykov/godot/files/inputOD00015/00004_RR01_20230818T215708_20230818T215900.tdm,-2.010819291713884,5.301423985891525,5.089724464727048,1984.503324793802,-4153.714525940449,5096.069956137281,0.2654741992050099,0.12251017365585819,-0.0006102858776112467,1691.3180007213762,-3640.4034741719047,4940.0291813067
2023-08-18 21:58:49.324,TAI,00039451,RR01,2.977245589439284,2.9721802883487363,1.0360301213093073,1.0198232754208383,-3.62449713146207,-3.6233274340870403,580.265787943418,580.2783791414688,/home/anarykov/godot/files/inputOD00015/00004_RR01_20230818T215708_20230818T215900.tdm,-2.0302314994337425,5.34201076404481,5.039332997531535,1968.3390152422794,-4111.140507349234,5136.586451281662,0.2654026855517481,0.12266502268265801,-0.0006101279881356186,1693.4415083206852,-3639.4227733587113,4940.024299651097
